ROOM_ID,LENGTH,WIDTH
Mud Room 342,14,42
Foyer 344,2,28
Foyer 327,49,31
Ballroom 337,46,1
Wine Cellar 138,19,24
Wine Cellar 56,23,34
Den 62,38,7
Guest Bathroom 258,14,14
Breakfast Area 331,43,44
Guest Bathroom 93,35,25
Music Room 215,37,47
Bonus Room 291,46,35
Bedroom 52,31,38
Bar 69,35,11
Kitchen 40,4,23
Game Room 124,28,44
Foyer 54,23,5
Closet 123,46,50
Music Room 135,9,25
Bedroom 220,29,8
Game Room 185,3,8
Pantry 48,5,31
Linen Closet 338,26,13
Office 141,33,16
Attic 295,49,17
Breakfast Area 30,45,10
Office 47,6,13
Pantry 162,23,35
Pantry 13,13,6
Spare Room 72,10,13
Panic Room 221,21,35
Bedroom 267,44,18
Music Room 275,31,49
Music Room 348,41,14
Guest Bedroom 168,36,16
Breakfast Area 32,37,3
Keeping Room 305,41,30
Storage 217,39,26
Library 138,18,15
Storage 226,30,6
Guest Bathroom 321,28,22
Closet 140,33,31
Entryway 222,32,38
Wine Cellar 212,29,41
Theater 206,50,1
Foyer 164,20,12
Bar 185,38,50
Utility Room 135,17,41
Wine Cellar 311,19,15
Loft 312,1,46
Pantry 190,38,34
Library 72,18,17
Nook 54,33,3
Breakfast Area 77,2,28
Closet 242,41,20
Ballroom 213,24,39
Foyer 127,27,23
Closet 270,7,21
Hallway 69,35,35
Basement 246,19,17
Storage 321,18,4
Laundry Room 232,24,21
Bathroom 177,33,25
Walkway 257,4,42
Spare Room 39,2,21
Bonus Room 304,13,21
Nursery 251,16,48
Linen Closet 237,33,41
Sun Room 167,47,18
Guest Bedroom 203,41,15
Walk-in Closet 46,37,1
Office 274,35,38
Nook 348,25,36
Mud Room 170,22,44
Bathroom 94,17,8
Conservatory 210,49,2
Pantry 232,20,31
Bar 352,28,29
Game Room 154,40,6
Panic Room 338,12,27
Nook 199,17,8
Office 204,35,24
Guest Bathroom 30,43,26
Study 82,34,32
Mud Room 67,5,36
Ballroom 341,34,35
Kitchen 204,5,38
Panic Room 100,35,30
Sun Room 223,25,31
Dining Room 263,34,32
Mud Room 197,11,30
Bathroom 97,14,22
Guest Bathroom 180,10,37
Bar 244,33,48
Loft 112,48,49
Bonus Room 183,26,42
Storage 130,39,35
Attic 69,47,18
Utility Room 81,6,31
Basement 238,26,11
Guest Bedroom 249,40,38
Living Room 309,25,27
Loft 343,28,22
Attic 189,25,13
Basement 190,31,19
Library 125,2,29
Dining Room 109,31,4
Living Room 341,23,18
Kitchen 262,3,18
Ballroom 181,40,2
Powder Room 311,34,9
Den 346,36,47
Dining Room 83,25,11
Theater 68,33,50
Dining Room 76,20,8
Library 108,20,33
Theater 185,17,40
Sun Room 134,20,18
Sun Room 228,2,44
Exercise Room 294,8,22
Dining Room 164,9,32
Walk-in Closet 287,24,3
Bedroom 308,11,16
Exercise Room 249,19,42
Guest Bedroom 107,33,22
Dining Room 96,7,25
Study 27,43,37
Study 73,2,18
Foyer 22,46,42
Entryway 30,16,20
Attic 150,42,43
Parlor 71,25,38
Sun Room 55,32,19
Music Room 87,34,45
Spare Room 77,13,32
Nook 90,37,24
Linen Closet 317,42,21
Music Room 287,26,34
Bathroom 317,20,41
Secret Room 337,2,37
Game Room 309,40,30
Music Room 345,48,22
Dining Room 105,13,5
Den 24,14,21
Guest Bedroom 134,29,6
Guest Bedroom 33,43,50
Guest Bathroom 8,10,19
Loft 49,48,26
Linen Closet 67,43,34
Ballroom 180,8,30
Bedroom 268,34,6
Storage 133,25,45
Basement 331,50,9
Hallway 136,22,1
Panic Room 159,19,36
Attic 328,45,29
Attic 330,36,36
Bonus Room 115,19,36
Keeping Room 348,40,11
Library 187,4,37
Spare Room 263,34,3
Powder Room 128,15,13
Garage 89,35,21
Foyer 100,31,42
Bonus Room 101,4,4
Panic Room 136,28,31
Theater 80,33,23
Game Room 181,1,12
Conservatory 127,45,33
Basement 206,26,29
Breakfast Area 56,42,24
Basement 8,38,22
Walkway 44,17,20
Panic Room 53,35,41
Living Room 191,12,30
Exercise Room 288,34,21
Guest Bathroom 140,49,1
Secret Room 107,10,12
Den 46,32,44
Storage 13,8,17
Powder Room 73,39,8
Bedroom 77,47,25
Theater 137,42,5
Game Room 300,13,2
Music Room 317,47,45
Spare Room 95,26,13
Spare Room 106,17,10
Mud Room 226,8,36
Living Room,9,46
Office 130,20,28
Guest Bedroom 185,6,31
Bar 80,17,50
Secret Room 206,20,42
Guest Bedroom 44,33,49
Ballroom 336,40,15
Office 246,36,4
Parlor 172,44,9
Living Room 66,36,41
Closet 176,8,7
Exercise Room 56,4,17
Basement 85,6,27
Living Room 29,49,17
Guest Bedroom 166,22,16
Ballroom 136,13,18
Entryway 257,8,9
Closet 308,21,30
Sun Room 344,1,4
Conservatory 245,15,17
Ballroom 189,36,50
Secret Room 53,18,18
Spare Room 200,17,38
Pantry 298,15,44
Kitchen 246,44,27
Conservatory 39,27,7
Breakfast Area 253,30,5
Living Room 311,47,7
Loft 44,36,6
Laundry Room 207,41,36
Powder Room 11,25,47
Den 124,17,16
Guest Bathroom 254,6,16
Walkway 50,15,20
Utility Room 322,28,3
Keeping Room 328,50,27
Theater 329,21,15
Theater 76,35,29
Nursery 255,13,4
Spare Room 99,44,4
Music Room 178,9,17
Hallway 91,40,15
Attic 1,5,15
Sun Room 327,14,29
Parlor 276,29,1
Dining Room 348,23,40
Breakfast Area 231,38,8
Loft 187,6,18
Mud Room 35,41,19
Bonus Room 16,6,20
Bar 140,19,15
Attic 80,6,9
Laundry Room 20,41,13
Sun Room 67,29,47
Basement 299,49,22
Pantry 342,23,17
Office 354,3,27
Walkway 166,25,3
Theater 231,12,28
Library 251,6,15
Guest Bedroom 91,22,22
Secret Room 322,25,23
Linen Closet 10,48,23
Bathroom 70,11,1
Linen Closet 150,14,50
Exercise Room 22,31,11
Foyer 305,17,4
Hallway 272,20,9
Music Room 291,28,14
Music Room 100,8,5
Bar 132,26,19
Utility Room 119,8,5
Walkway 314,33,1
Spare Room 127,48,48
Closet 118,43,23
Office 76,26,3
Linen Closet 62,24,5
Garage 93,7,37
Exercise Room 179,47,46
Nook 215,43,6
Guest Bathroom 167,41,4
Loft 323,31,16
Keeping Room 228,36,44
Entryway 45,6,43
Spare Room 181,50,28
Panic Room 161,17,40
Bedroom 2,15,45
Conservatory 86,44,46
Music Room 129,32,31
Attic 205,29,34
Utility Room 339,10,36
Exercise Room 273,50,11
Hallway 153,47,11
Conservatory 291,47,35
Guest Bedroom 330,36,9
Pantry 300,33,1
Attic 212,28,26
Den 172,31,48
Study 123,5,26
Walk-in Closet 98,29,41
Spare Room 192,8,14
Garage 243,42,8
Wine Cellar 220,4,4
Attic 89,15,36
Utility Room 307,18,47
Conservatory 95,36,27
Storage 351,20,34
Guest Bathroom 44,10,46
Bonus Room 208,39,2
Bar 73,24,42
Library 162,5,18
Bathroom 291,49,26
Foyer 297,4,46
Hallway 317,29,39
Bedroom 20,2,9
Pantry 320,27,18
Spare Room 322,48,38
Spare Room 171,40,29
Walk-in Closet 231,29,32
Music Room 340,11,10
Powder Room 92,31,2
Storage 27,34,46
Parlor 203,41,22
Office 301,39,17
Keeping Room 307,24,41
Dining Room 125,19,31
Bedroom 326,20,25
Attic 301,40,50
Mud Room 119,46,2
Walkway 242,19,23
Keeping Room 96,31,32
Kitchen 147,45,25
Closet 42,15,31
Conservatory 300,10,35
Guest Bedroom 331,45,30
Ballroom 187,3,23
Closet 43,35,15
Mud Room 4,22,7
Laundry Room 168,23,46
Basement 182,14,25
Wine Cellar 257,5,34
Sun Room 254,33,50
Kitchen 138,4,26
Panic Room 67,29,24
Walkway 323,44,47
Sun Room 25,11,38
Music Room 266,50,50
Sun Room 30,43,40
Ballroom 67,11,34
Breakfast Area 174,27,10
Living Room 55,16,5
Guest Bathroom 60,24,27
Sun Room 221,25,14
Office 81,8,44
Theater 65,6,15
Walkway 64,7,2
Walkway 67,35,12
Entryway 74,42,3
Office 28,50,40
Dining Room 77,18,1
Living Room 198,9,22
Hallway 71,17,16
Study 146,46,3
Entryway 166,1,23
Sun Room 192,50,49
Guest Bedroom 197,2,12
Exercise Room 225,37,40
Bonus Room 246,9,6
Basement 242,20,36
Parlor 278,20,45
Ballroom 315,47,12
Nursery 331,9,42
Ballroom 339,5,42
Storage 176,8,23
Linen Closet 139,35,44
Bathroom 239,21,11
Secret Room 42,45,47
Conservatory 289,42,18
Dining Room 203,9,26
Ballroom 110,22,3
Ballroom 127,16,49
Guest Bathroom 300,39,5
Nook 79,20,50
Dining Room 8,13,40
Hallway 148,18,26
Dining Room 303,12,6
Library 340,3,42
Guest Bathroom 350,40,19
Spare Room 307,27,29
Secret Room 111,44,8
Utility Room 60,5,45
Living Room 158,46,30
Guest Bathroom 244,33,18
Parlor 189,38,20
Conservatory 84,32,5
Music Room 321,8,15
Linen Closet 51,49,21
Theater 285,43,29
Laundry Room 206,1,25
Garage 262,10,6
Mud Room 23,18,28
Wine Cellar 121,14,31
Linen Closet 301,15,47
Wine Cellar 7,36,32
Study 318,3,20
Office 270,25,34
Spare Room 223,24,43
Game Room 286,46,37
Keeping Room 355,33,18
Study 331,45,26
Spare Room 13,21,39
Bedroom 127,14,13
Walk-in Closet 324,5,35
Linen Closet 346,10,27
Mud Room,33,7
Bar 26,15,29
Powder Room 209,16,32
Den 311,31,26
Parlor 159,44,36
Mud Room 319,25,18
Hallway 21,42,17
Foyer 91,33,15
Conservatory 18,24,44
Powder Room 196,43,49
Guest Bathroom 92,16,12
Mud Room 258,20,30
Bedroom 285,35,37
Bonus Room 329,35,19
Bar 161,15,35
Wine Cellar 155,14,9
Wine Cellar 276,5,44
Conservatory 58,33,17
Attic 67,32,1
Walkway 222,49,1
Ballroom 227,12,42
Walk-in Closet 142,26,1
Powder Room 326,33,31
Bar 105,9,35
Entryway 8,8,15
Storage 191,24,10
Foyer 45,40,1
Guest Bedroom 120,14,34
Bedroom 5,30,31
Spare Room 88,44,21
Bathroom 66,50,40
Utility Room 334,40,14
Attic 321,49,17
Nook 200,17,25
Theater 183,10,38
Panic Room 114,42,30
Laundry Room 306,43,8
Storage 175,47,17
Basement 170,32,29
Kitchen 207,17,9
Sun Room 302,49,17
Foyer 310,19,9
Sun Room 137,14,32
Garage 290,42,32
Guest Bathroom 336,19,4
Nook 118,48,49
Exercise Room 298,10,16
Guest Bedroom 45,5,26
Secret Room 20,36,50
Parlor 223,48,44
Bathroom 322,39,8
Laundry Room 119,11,28
Keeping Room 344,25,35
Nook 169,34,28
Keeping Room 240,44,32
Game Room 13,18,44
Nursery 73,34,16
Wine Cellar 290,17,27
Den 338,26,26
Den 154,30,48
Kitchen 256,21,39
Study 109,6,3
Sun Room 112,31,44
Panic Room 69,19,35
Music Room 121,18,12
Attic 200,45,38
Nursery 83,34,49
Breakfast Area 294,31,40
Game Room 297,24,29
Nook 256,21,50
Pantry 59,27,46
Office 201,12,5
Parlor 160,49,45
Office 288,19,11
Walkway 298,11,36
Conservatory 7,19,22
Storage 331,30,31
Study 183,19,48
Exercise Room 34,16,34
Parlor 165,37,36
Pantry 102,19,1
Secret Room 249,32,17
Breakfast Area 324,24,38
Pantry 292,21,49
Ballroom 190,33,48
Secret Room 187,19,43
Pantry 321,20,6
Linen Closet 127,41,42
Bedroom 154,28,3
Storage 293,41,16
Ballroom 150,17,12
Spare Room 48,36,31
Basement 273,13,49
Bedroom 221,32,45
Hallway 150,47,22
Pantry 352,9,27
Foyer 193,47,45
Laundry Room 80,48,26
Hallway 113,45,20
Utility Room 165,16,29
Ballroom 18,35,2
Guest Bedroom 335,35,48
Walk-in Closet 55,14,13
Attic 246,37,3
Wine Cellar 87,12,12
Mud Room 110,13,28
Panic Room 240,31,35
Secret Room 105,24,4
Basement 86,23,8
Foyer 309,27,34
Garage 216,30,39
Kitchen 334,39,17
Library 38,50,17
Basement 126,24,47
Spare Room 65,45,22
Storage 116,36,4
Study 171,8,12
Loft 244,3,14
Mud Room 223,19,36
Wine Cellar 195,30,28
Music Room 59,17,21
Bathroom 134,39,43
Nook 239,15,38
Study 281,16,36
Linen Closet 233,6,36
Game Room 245,8,37
Ballroom 211,6,41
Storage 72,38,35
Game Room 49,36,39
Bonus Room 232,8,31
Study 350,12,28
Laundry Room 148,2,13
Living Room 306,40,44
Theater 96,36,46
Bathroom 325,24,36
Entryway 188,2,28
Entryway 180,15,32
Den 31,12,2
Hallway 214,13,20
Guest Bathroom 316,40,22
Utility Room 352,9,39
Living Room 8,7,48
Music Room 57,14,2
Dining Room 213,13,23
Entryway 117,30,5
Keeping Room 233,28,18
Study 303,18,24
Conservatory 265,6,42
Dining Room 288,7,10
Guest Bedroom 319,19,28
Parlor 326,17,2
Exercise Room 122,7,39
Living Room 139,40,16
Game Room 262,13,33
Mud Room 37,45,3
Bathroom 222,30,48
Bonus Room 8,40,40
Utility Room 79,33,39
Entryway 201,33,21
Foyer 292,39,49
Secret Room 227,4,42
Utility Room 43,11,49
Conservatory 238,48,6
Attic 97,38,2
Laundry Room 317,19,43
Den 125,29,12
Wine Cellar 339,14,11
Panic Room 93,34,15
Exercise Room 25,1,34
Foyer 18,38,41
Conservatory 139,45,9
Sun Room 200,18,5
Bonus Room 241,17,20
Closet 54,9,40
Music Room 341,3,15
Foyer 142,19,48
Walk-in Closet 28,11,26
Parlor 47,49,28
Library 30,31,38
Study 332,9,50
Guest Bedroom 160,23,48
Nursery 252,18,3
Basement 115,43,29
Game Room 50,27,19
Bar 221,1,21
Walkway 5,6,43
Theater 300,42,9
Utility Room 103,30,21
Wine Cellar 132,6,21
Den 4,32,6
Living Room 152,38,12
Exercise Room 145,29,40
Library 122,10,42
Hallway 310,7,4
Nook 263,26,19
Bonus Room 351,24,44
Laundry Room 13,21,10
Bar 348,10,32
Parlor 197,50,18
Study 47,6,23
Conservatory 171,11,35
Living Room 301,7,43
Theater 171,11,45
Game Room 80,18,6
Utility Room 199,30,18
Guest Bathroom 328,35,41
Ballroom 89,14,20
Dining Room 145,5,35
Kitchen 97,8,23
Bedroom 42,7,2
Conservatory 323,34,9
Sun Room 190,28,24
Bedroom 224,34,41
Bonus Room 265,49,43
Mud Room 40,32,49
Breakfast Area 153,30,41
Bedroom 147,3,44
Parlor 268,28,45
Utility Room 283,20,13
Guest Bedroom 2,38,1
Keeping Room 241,42,24
Walkway 21,17,13
Laundry Room 189,45,11
Nook 204,30,29
Powder Room 262,30,28
Keeping Room 128,37,33
Library 177,40,22
Walk-in Closet 249,46,27
Panic Room 76,5,41
Walk-in Closet 275,8,30
Secret Room 115,34,21
Basement 127,1,43
Bonus Room 325,42,12
Theater 130,24,23
Game Room,5,34
Powder Room 79,38,33
Nursery 303,28,49
Game Room 61,45,28
Panic Room 129,25,6
Den 66,47,19
Bathroom 226,36,39
Game Room 332,43,22
Secret Room 342,36,30
Guest Bedroom 349,35,29
Laundry Room 296,31,26
Pantry 323,43,30
Bonus Room 43,16,39
Music Room 141,18,31
Walkway 219,8,4
Closet 235,22,26
Secret Room 124,27,28
Powder Room 354,8,4
Wine Cellar 62,41,2
Bedroom 336,4,27
Laundry Room 210,50,38
Spare Room 291,25,20
Pantry 294,23,18
Secret Room 284,29,26
Office 308,16,43
Breakfast Area 210,46,9
Library 208,16,32
Breakfast Area 271,45,39
Utility Room 244,43,24
Closet 167,18,16
Exercise Room 306,28,1
Nook 30,24,12
Dining Room 243,25,34
Loft 328,8,29
Den 171,9,23
Dining Room 270,20,25
Keeping Room 350,20,20
Den 175,10,2
Pantry 340,30,11
Nook 347,14,29
Parlor 149,38,49
Breakfast Area 97,32,42
Pantry 282,50,48
Linen Closet 328,47,7
Library 352,4,29
Closet 87,6,27
Study 20,20,23
Bar 204,37,27
Office 159,34,40
Guest Bedroom 287,24,16
Basement 79,6,11
Bar 293,22,46
Living Room 50,28,18
Basement 1,41,22
Guest Bedroom 40,8,15
Powder Room 39,39,32
Storage 273,2,18
Panic Room 167,36,5
Kitchen 243,27,15
Closet 297,46,32
Exercise Room 40,10,37
Sun Room 269,46,27
Entryway 322,20,16
Walk-in Closet 119,13,49
Guest Bedroom 8,25,31
Entryway 276,18,30
Theater 63,11,37
Wine Cellar 330,7,32
Spare Room 333,32,1
Keeping Room 210,37,39
Sun Room 116,1,8
Bedroom 120,24,37
Parlor 137,25,14
Dining Room 247,12,15
Exercise Room 304,34,47
Den 307,15,26
Garage 302,1,2
Breakfast Area 45,19,12
Parlor 292,43,25
Breakfast Area 96,26,42
Spare Room 219,41,39
Library 20,20,9
Nursery 42,50,47
Laundry Room 254,27,44
Office 289,20,41
Basement 52,49,35
Parlor 53,29,32
Music Room 354,12,48
Nursery 36,7,18
Walk-in Closet 70,11,29
Powder Room 4,21,34
Bar 207,42,26
Panic Room 180,25,33
Guest Bedroom 236,17,11
Bathroom 100,30,21
Nursery 232,32,27
Secret Room 242,4,6
Utility Room 268,35,22
Basement 193,50,49
Spare Room 93,34,4
Wine Cellar 59,22,31
Bar 248,1,17
Exercise Room 268,39,7
Exercise Room 221,2,47
Nook 41,24,41
Sun Room 227,41,31
Bedroom 109,49,10
Nook 225,37,13
Den 342,49,39
Parlor 309,33,27
Theater 325,22,46
Bonus Room 347,15,4
Exercise Room 8,44,19
Walk-in Closet 242,28,38
Linen Closet 53,22,48
Walk-in Closet 158,21,30
Ballroom 223,46,1
Sun Room 252,25,18
Bedroom 90,16,23
Dining Room 28,14,29
Secret Room 9,35,49
Bedroom 292,39,34
Theater 11,20,5
Study 266,2,50
Keeping Room 116,34,24
Closet 180,35,48
Keeping Room 121,34,16
Attic 339,20,42
Office 234,7,50
Pantry 40,13,20
Basement 99,25,2
Pantry 271,46,14
Laundry Room 50,23,38
Powder Room 87,10,40
Ballroom 117,23,41
Ballroom 328,26,20
Mud Room 176,13,21
Ballroom 115,5,50
Kitchen 84,23,31
Utility Room 101,7,49
Kitchen 239,9,16
Dining Room 302,47,12
Conservatory 252,5,11
Foyer 101,8,9
Office 269,38,43
Pantry 275,29,30
Pantry 132,16,48
Bedroom 25,46,43
Walkway 279,38,26
Exercise Room 220,37,46
Study 226,14,1
Bonus Room 258,31,17
Game Room 260,1,2
Loft 117,31,25
Sun Room 206,7,27
Closet 299,24,47
Library 189,3,9
Utility Room 144,10,31
Utility Room 44,50,49
Hallway 53,7,37
Walk-in Closet 53,18,49
Storage 334,49,11
Nursery 338,48,34
Kitchen 350,48,38
Keeping Room 159,25,22
Loft 36,6,48
Spare Room 76,39,27
Guest Bathroom 317,2,21
Entryway 191,9,41
Game Room 68,22,9
Powder Room 54,44,12
Laundry Room 217,26,25
Laundry Room 274,15,29
Kitchen 305,40,1
Bonus Room 245,14,17
Den 324,1,47
Exercise Room 281,45,3
Game Room 19,11,43
Bonus Room 134,9,4
Loft 80,32,31
Wine Cellar 1,24,22
Dining Room 254,2,9
Mud Room 248,39,36
Entryway 154,38,37
Panic Room 218,2,41
Ballroom 4,37,25
Conservatory 326,43,21
Secret Room 267,14,22
Den 279,49,2
Mud Room 49,43,25
Panic Room 172,42,22
Kitchen 211,34,12
Foyer 352,33,44
Bathroom 167,42,19
Parlor 140,33,15
Pantry 203,32,1
Hallway 61,6,30
Mud Room 261,33,28
Bar 319,43,19
Entryway 298,34,44
Kitchen 80,10,40
Ballroom 84,50,27
Loft 258,2,7
Conservatory 107,26,10
Den 55,49,3
Walk-in Closet 34,48,32
Sun Room 285,29,25
Guest Bedroom 188,27,20
Kitchen 32,7,49
Sun Room 105,44,40
Walkway 137,7,22
Walkway 71,13,39
Foyer 178,11,4
Bar 55,40,21
Nook 162,4,37
Den 111,27,49
Game Room 204,6,44
Bathroom 301,45,44
Garage 269,11,44
Living Room 169,36,1
Dining Room 187,50,41
Hallway 231,41,36
Laundry Room 355,34,7
Attic 12,10,40
Garage 87,16,11
Utility Room 17,7,8
Attic 236,9,45
Exercise Room 193,30,24
Music Room 132,10,21
Theater 71,34,1
Guest Bedroom 268,2,29
Exercise Room 119,8,47
Basement 47,35,40
Pantry 305,21,27
Guest Bedroom 204,3,49
Entryway 229,14,35
Entryway 168,40,6
Bar 58,23,10
Theater 219,45,10
Walk-in Closet 87,19,31
Sun Room 310,49,41
Nook 137,50,16
Powder Room 211,8,47
Bonus Room 230,8,33
Living Room 147,45,28
Guest Bathroom 338,36,35
Powder Room 303,29,1
Library 5,22,27
Laundry Room 63,4,24
Mud Room 82,32,36
Bonus Room 335,35,47
Conservatory 45,33,41
Bedroom 302,10,32
Spare Room 121,19,25
Wine Cellar 68,8,30
Bathroom 41,36,10
Walk-in Closet 138,47,22
Garage 113,50,18
Guest Bedroom 5,36,13
Sun Room 57,1,19
Music Room 153,30,17
Music Room 347,34,42
Entryway 69,13,9
Linen Closet 295,22,44
Powder Room 248,6,43
Music Room 117,34,38
Powder Room 307,31,33
Parlor 254,2,14
Conservatory 142,23,27
Pantry 146,24,29
Storage 129,40,23
Storage 65,50,18
Walk-in Closet 156,2,39
Bonus Room 283,46,11
Nursery 241,2,31
Nook 116,38,16
Secret Room 48,47,39
Closet 196,16,21
Powder Room 105,21,26
Pantry 169,13,39
Library 327,42,11
Den 72,31,43
Bar 143,6,17
Mud Room 155,18,37
Nook 37,4,39
Wine Cellar 111,32,14
Spare Room 204,19,24
Study 265,19,37
Keeping Room 270,41,8
Study 60,27,29
Nursery 127,6,36
Mud Room 41,42,36
Den 120,44,4
Powder Room 59,31,11
Exercise Room 286,45,20
Walkway 128,45,31
Library 271,50,19
Laundry Room 249,23,27
Exercise Room 128,13,4
Ballroom 59,18,22
Ballroom 333,45,4
Garage 247,6,28
Bedroom 37,19,13
Storage 58,32,5
Nook 94,27,23
Office 230,30,37
Breakfast Area 42,11,7
Linen Closet 66,25,29
Kitchen 69,3,36
Parlor 306,50,7
Mud Room 172,5,43
Nursery 91,11,2
Secret Room 175,6,22
Panic Room 87,26,37
Pantry 122,37,20
Bar 188,36,21
Panic Room 176,41,37
Nursery 219,24,1
Sun Room 108,19,14
Office 193,44,24
Walk-in Closet 148,45,17
Foyer 185,18,4
Bedroom 177,10,2
Exercise Room 106,13,20
Study 243,36,48
Wine Cellar 304,9,18
Utility Room 329,8,30
Garage 65,10,26
Panic Room 310,38,37
Breakfast Area 288,17,32
Loft 309,38,13
Hallway 297,32,48
Attic 310,1,9
Closet 105,25,18
Secret Room 103,48,32
Spare Room 326,17,32
Nook 261,2,19
Living Room 288,26,33
Secret Room 228,12,49
Secret Room 234,20,36
Bar 316,26,42
Theater 141,35,43
Nursery 216,22,16
Nursery 128,6,27
Exercise Room 142,16,21
Walk-in Closet 2,11,5
Attic 147,33,31
Laundry Room 57,39,41
Sun Room 322,25,23
Bonus Room 176,25,3
Spare Room 262,23,27
Breakfast Area 299,1,25
Parlor 289,46,10
Parlor 311,7,25
Living Room 178,14,31
Breakfast Area 127,30,8
Mud Room 109,22,1
Laundry Room 292,34,37
Parlor 260,13,31
Ballroom 7,17,45
Hallway 316,5,32
Game Room 191,32,15
Wine Cellar 171,48,24
Foyer 144,42,42
Attic 170,30,38
Theater 127,33,8
Breakfast Area 277,31,39
Bonus Room 168,5,27
Music Room 186,10,30
Study 22,26,26
Kitchen 325,48,46
Hallway 74,12,15
Laundry Room 12,12,40
Theater 326,8,16
Breakfast Area 292,5,24
Nook 50,2,14
Living Room 108,4,18
Mud Room 30,9,46
Powder Room 220,33,46
Utility Room 263,39,50
Nook 213,19,4
Den 186,37,28
Linen Closet 142,21,18
Garage 163,21,47
Game Room 87,26,4
Nursery 126,17,45
Walk-in Closet 226,29,41
Breakfast Area 84,34,22
Study 5,11,29
Breakfast Area 119,9,16
Bonus Room 166,46,15
Entryway 200,21,34
Conservatory 163,45,48
Bonus Room 200,6,12
Linen Closet 345,6,17
Foyer 19,46,47
Guest Bedroom 84,2,36
Nook 250,49,2
Bathroom 98,10,43
Study 178,3,2
Closet 10,31,44
Walkway 312,40,9
Parlor 314,28,7
Wine Cellar 307,8,42
Guest Bedroom 285,21,18
Loft 336,42,15
Attic 9,28,38
Panic Room 154,7,1
Hallway 137,35,3
Ballroom 294,50,7
