ROOM_ID,LENGTH,WIDTH
Laundry Room 952,43,19
Conservatory 868,41,20
Closet 1310,32,36
Nursery 1368,12,43
Secret Room 1396,32,39
Bar 258,19,38
Keeping Room 534,18,45
Wine Cellar 115,19,8
Music Room 553,37,6
Library 377,11,25
Keeping Room 798,37,7
Entryway 1325,29,29
Conservatory 13,17,33
Exercise Room 1380,38,1
Game Room 416,21,39
Spare Room 348,13,6
Linen Closet 439,34,6
Office 338,9,23
Ballroom 468,47,46
Secret Room 844,16,8
Bedroom 703,31,33
Walk-in Closet 1179,45,26
Bonus Room 1098,41,49
Pantry 1262,46,5
Walk-in Closet 1316,45,8
Bathroom 1154,4,44
Garage 1278,16,9
Library 1200,30,49
Walkway 848,15,48
Basement 31,29,45
Bathroom 1266,50,34
Wine Cellar 687,9,2
Attic 1054,7,27
Sun Room 791,14,28
Living Room 954,12,13
Foyer 930,36,7
Ballroom 162,26,14
Keeping Room 567,48,8
Garage 219,50,48
Nursery 144,23,39
Pantry 1090,18,2
Garage 75,27,41
Study 713,37,25
Living Room 654,9,4
Attic 424,12,43
Theater 1240,37,36
Sun Room 1313,10,34
Linen Closet 926,14,35
Bonus Room 1395,14,44
Garage 6,28,18
Walk-in Closet 275,45,33
Linen Closet 672,13,28
Closet 1093,41,11
Nook 1114,21,26
Keeping Room 612,46,3
Spare Room 1292,27,32
Loft 249,12,4
Hallway 1028,27,33
Dining Room 1043,33,47
Nursery 708,35,42
Entryway 421,7,47
Walk-in Closet 660,33,2
Secret Room 1125,11,3
Guest Bedroom 1032,33,40
Keeping Room 147,49,36
Game Room 31,41,47
Breakfast Area 1245,40,2
Closet 1207,12,26
Laundry Room 739,46,10
Sun Room 1240,45,28
Living Room 228,38,14
Keeping Room 1249,3,27
Utility Room 92,20,18
Utility Room 848,38,41
Music Room 996,9,45
Walkway 1270,31,11
Bathroom 1076,27,49
Attic 1183,41,28
Exercise Room 1309,12,16
Wine Cellar 1211,29,41
Bar 835,35,41
Ballroom 1322,45,7
Guest Bedroom 352,50,38
Loft 586,14,49
Secret Room 800,18,37
Spare Room 1144,16,39
Sun Room 1033,43,14
Music Room 463,11,6
Linen Closet 403,28,13
Kitchen 233,41,41
Garage 805,2,8
Bedroom 896,47,42
Breakfast Area 257,8,41
Bar 355,48,40
Living Room 1142,19,26
Nursery 1195,49,40
Guest Bathroom 1325,40,32
Bathroom 593,30,17
Library 1105,35,19
Guest Bathroom 560,41,12
Exercise Room 596,22,47
Hallway 1048,19,23
Ballroom 353,46,9
Bedroom 19,9,2
Breakfast Area 935,29,35
Storage 473,12,40
Ballroom 1226,10,35
Kitchen 474,16,41
Dining Room 488,29,22
Guest Bathroom 36,41,26
Storage 414,49,11
Bathroom 615,25,23
Ballroom 687,11,46
Utility Room 406,46,36
Exercise Room 1260,27,7
Theater 82,17,19
Walkway 378,48,4
Parlor 1035,44,5
Panic Room 1170,30,22
Bedroom 522,33,34
Walkway 734,47,13
Secret Room 812,12,41
Hallway 1117,8,41
Guest Bathroom 1126,9,20
Bedroom 1127,16,45
Study 219,24,42
Nook 1031,17,24
Dining Room 719,30,36
Utility Room 57,44,29
Spare Room 1153,7,47
Utility Room 1316,43,19
Office 545,9,14
Wine Cellar 1195,23,25
Basement 1203,46,29
Bathroom 201,18,37
Conservatory 229,50,11
Pantry 835,12,49
Theater 972,6,16
Utility Room,15,16
Powder Room 859,7,49
Living Room 1401,4,41
Sun Room 26,25,33
Parlor 1359,5,37
Den 524,2,11
Foyer 838,16,35
Laundry Room 624,1,22
Hallway 503,25,4
Game Room 179,11,33
Breakfast Area 1212,47,31
Hallway 1080,7,42
Powder Room 993,12,35
Bar 1013,20,1
Bonus Room 139,9,39
Bar 688,41,2
Wine Cellar 564,42,7
Dining Room 262,23,3
Storage 1068,4,47
Storage 1230,14,7
Foyer 394,6,30
Entryway 474,2,19
Secret Room 531,34,25
Basement 523,33,45
Dining Room 1122,2,16
Guest Bedroom 223,19,6
Walkway 115,49,47
Library 1149,31,43
Nursery 1088,18,29
Bedroom 255,36,14
Guest Bathroom 702,19,27
Secret Room 64,22,8
Guest Bathroom 121,45,47
Study 1238,47,42
Office 523,41,4
Nursery 49,38,2
Breakfast Area 915,20,6
Foyer 203,9,23
Powder Room 237,7,18
Garage 1179,6,24
Living Room 267,32,31
Utility Room 515,29,47
Music Room 110,12,42
Guest Bedroom 99,31,45
Bonus Room 272,25,12
Living Room 1118,38,7
Bathroom 322,44,2
Game Room 807,15,20
Storage 857,21,11
Loft 659,47,18
Panic Room 997,22,12
Parlor 415,40,28
Music Room 752,50,39
Loft 111,5,8
Secret Room 651,18,13
Nursery 1150,35,28
Game Room 977,16,4
Exercise Room 24,6,49
Library 721,43,35
Storage 793,17,36
Den 491,28,34
Closet 1273,42,29
Hallway 448,45,48
Hallway 1390,23,45
Entryway 670,4,48
Mud Room 376,23,26
Breakfast Area 236,22,19
Music Room 532,21,2
Attic 837,47,37
Closet 1097,48,7
Kitchen 567,26,31
Foyer 1380,29,37
Utility Room 1061,41,10
Bonus Room 61,16,24
Walkway 24,27,48
Nook 786,6,21
Guest Bedroom 448,44,15
Theater 1002,37,38
Sun Room 353,45,30
Loft 955,50,17
Spare Room 478,28,16
Music Room 478,1,4
Laundry Room 287,10,19
Exercise Room 499,37,22
Guest Bedroom 621,4,20
Spare Room 1317,31,50
Linen Closet 387,7,15
Exercise Room 782,37,31
Secret Room 372,8,39
Mud Room 222,41,43
Hallway 916,19,16
Hallway 244,37,26
Attic 749,49,31
Walkway 667,14,35
Closet 422,5,33
Utility Room 247,24,20
Bedroom 1271,28,14
Kitchen 186,6,42
Dining Room 215,39,43
Foyer 1288,29,36
Dining Room 628,46,35
Guest Bedroom 1393,25,18
Wine Cellar 681,28,50
Guest Bathroom 194,26,47
Conservatory 749,37,18
Theater 1270,50,10
Study 926,18,33
Nook 1201,14,1
Conservatory 16,9,15
Bedroom 177,37,22
Guest Bathroom 1104,1,37
Loft 817,4,50
Exercise Room 820,49,6
Attic 1374,9,47
Conservatory 582,40,22
Laundry Room 191,11,45
Mud Room 587,6,46
Game Room 73,14,44
Den 599,41,47
Study 965,20,17
Library 181,14,37
Garage 554,23,28
Game Room 640,50,19
Game Room 45,19,10
Bathroom 125,43,5
Sun Room 1011,15,24
Secret Room 794,23,22
Breakfast Area 400,43,33
Spare Room 1086,39,49
Walk-in Closet 91,37,19
Keeping Room 431,40,41
Game Room 774,28,33
Study 626,36,41
Wine Cellar 927,2,34
Sun Room 931,36,46
Library 372,1,7
Guest Bedroom 599,1,42
Linen Closet 717,48,47
Panic Room 214,47,8
Powder Room 185,7,13
Linen Closet 992,15,10
Living Room 963,39,41
Spare Room 834,9,42
Storage 1180,1,22
Pantry 1279,25,39
Foyer 1359,21,19
Closet 1226,22,1
Conservatory 150,35,38
Music Room 598,24,50
Walk-in Closet 604,13,24
Closet 515,14,7
Bedroom 126,43,48
Closet 136,35,40
Pantry 642,42,32
Nook 848,43,32
Attic 314,30,42
Foyer 948,47,29
Panic Room 831,7,38
Storage 1376,44,5
Bar 1381,3,31
Attic 670,39,50
Secret Room 874,2,31
Theater 1155,2,36
Bonus Room 1187,17,4
Spare Room 844,41,42
Study 754,1,7
Pantry 1384,4,47
Basement 567,49,27
Basement 1350,38,20
Guest Bathroom 169,44,25
Basement 142,38,50
Nursery 1299,37,18
Dining Room 62,50,20
Office 920,9,41
Parlor 203,19,17
Mud Room 691,1,10
Nook 1404,28,39
Conservatory 1196,24,9
Walk-in Closet 1198,9,33
Walkway 1319,9,46
Study 449,24,32
Game Room 1332,32,35
Exercise Room 1364,8,22
Pantry 129,25,19
Basement 1184,40,30
Kitchen 508,17,38
Library 1228,19,41
Ballroom 20,39,9
Secret Room 323,33,21
Panic Room 540,37,44
Entryway 143,8,2
Music Room 1307,7,13
Guest Bedroom 183,47,40
Pantry 929,30,14
Exercise Room 1118,17,35
Pantry 591,44,17
Parlor 909,8,33
Walk-in Closet 561,23,26
Breakfast Area 824,48,38
Nook 1332,14,21
Bonus Room 153,34,7
Secret Room 1384,25,21
Mud Room 528,38,25
Study 1242,7,16
Breakfast Area 1398,42,22
Hallway 243,45,22
Music Room 747,34,19
Nursery 150,27,14
Wine Cellar 926,1,29
Theater 1056,22,38
Keeping Room 357,17,12
Conservatory 406,27,2
Dining Room 360,19,42
Game Room 771,10,40
Closet 139,15,31
Music Room 879,27,35
Guest Bedroom 1388,35,2
Living Room 274,25,40
Office 385,20,5
Nursery 561,32,26
Linen Closet 712,4,11
Walk-in Closet 31,18,20
Walk-in Closet 362,33,50
Bonus Room 335,7,45
Exercise Room 1021,28,44
Guest Bedroom 1076,7,9
Guest Bedroom 1128,36,50
Walkway 658,23,43
Hallway 46,16,49
Hallway 326,32,21
Garage 1203,32,19
Loft 1393,29,4
Kitchen 173,42,35
Library 1050,28,5
Entryway 1240,49,11
Guest Bedroom 685,8,34
Exercise Room 721,28,28
Wine Cellar 221,4,46
Guest Bedroom 1350,43,35
Utility Room 1221,19,38
Nursery 266,34,7
Storage 791,49,14
Kitchen 1335,6,6
Dining Room 86,28,36
Bonus Room 972,30,4
Spare Room 239,44,17
Walk-in Closet 615,17,7
Parlor 166,8,49
Den 1203,32,16
Bedroom 741,30,9
Bedroom 347,49,40
Breakfast Area 332,21,37
Guest Bedroom 1246,11,28
Powder Room 497,39,8
Walkway 459,13,31
Exercise Room 632,23,14
Pantry 235,4,20
Breakfast Area 32,32,7
Dining Room 40,39,47
Powder Room 211,12,30
Ballroom 1171,38,16
Den 537,39,8
Parlor 1274,38,44
Parlor 291,16,31
Exercise Room 784,43,20
Music Room 457,8,23
Basement 146,23,10
Library 1165,44,25
Foyer 1185,12,38
Nook 1244,16,5
Wine Cellar 1261,33,29
Nook 1026,23,46
Utility Room 1328,14,5
Secret Room 208,8,14
Dining Room 660,35,27
Breakfast Area 488,39,21
Walkway 1037,25,35
Keeping Room 327,30,13
Entryway 442,42,20
Ballroom 870,20,1
Spare Room 69,25,42
Powder Room 446,43,31
Parlor 1171,43,7
Foyer 403,35,25
Bedroom 991,28,25
Library 1107,32,35
Nursery 676,15,10
Theater 1199,41,9
Linen Closet 831,40,1
Library 1163,7,40
Bonus Room 1177,29,19
Laundry Room 83,47,20
Game Room 1113,29,38
Secret Room 1336,32,21
Panic Room 895,41,43
Ballroom 397,34,36
Garage 759,35,20
Hallway 434,4,11
Attic 605,24,12
Office 686,13,5
Pantry 440,21,4
Closet 1042,1,20
Breakfast Area 159,36,30
Walk-in Closet 92,33,39
Kitchen 1391,16,32
Powder Room 907,36,50
Walk-in Closet 1256,49,28
Ballroom 4,10,24
Loft 1265,45,47
Theater 1301,19,20
Closet 1312,16,35
Loft 610,40,36
Spare Room 1341,27,48
Spare Room 1313,1,12
Storage 1384,4,38
Bonus Room 500,27,1
Nook 437,44,19
Nook 1135,35,3
Panic Room 453,2,26
Garage 563,18,17
Kitchen 317,25,39
Closet 1222,2,36
Exercise Room 324,45,35
Music Room 498,49,18
Kitchen 1149,25,23
Linen Closet 1114,30,36
Foyer 79,20,27
Conservatory 92,23,7
Garage 695,37,24
Foyer 713,38,37
Conservatory 133,10,8
Library 1059,5,2
Conservatory 158,38,8
Linen Closet 1381,30,30
Bonus Room 931,14,23
Laundry Room 541,42,22
Exercise Room 69,39,49
Closet 1114,43,30
Library 250,30,46
Loft 359,31,45
Attic 233,13,11
Bathroom 490,5,9
Bathroom 116,25,5
Linen Closet 899,1,17
Utility Room 672,5,36
Pantry 1344,3,40
Guest Bathroom 196,29,7
Conservatory 266,44,30
Keeping Room 1352,42,2
Pantry 1333,34,31
Library 110,15,7
Bathroom 1341,40,1
Panic Room 405,22,15
Attic 1216,48,15
Pantry 1016,11,16
Music Room 288,11,19
Entryway 564,42,24
Guest Bedroom 513,18,15
Pantry 533,21,48
Powder Room 1365,1,26
Office 35,7,9
Wine Cellar 1284,37,2
Wine Cellar 1412,1,15
Hallway 1375,17,44
Music Room 619,12,12
Dining Room 1095,10,11
Ballroom 233,24,48
Walkway 1408,15,20
Powder Room 636,32,43
Study 1041,18,19
Guest Bedroom 682,26,14
Bar 1221,6,37
Music Room 613,5,5
Parlor 252,42,34
Living Room 1353,17,40
Guest Bedroom 519,25,38
Bonus Room 48,12,11
Garage 81,37,15
Theater 1249,31,32
Mud Room 1138,3,26
Panic Room 12,17,38
Walkway 629,43,31
Pantry 1209,20,40
Office 1253,26,32
Den 40,19,28
Conservatory 1190,47,23
Garage 517,26,27
Game Room 949,25,49
Bar 740,21,3
Closet 678,9,26
Hallway 228,39,14
Dining Room 1107,30,37
Pantry 1415,9,50
Garage 809,19,44
Bonus Room 383,34,6
Panic Room 526,42,14
Wine Cellar 62,20,6
Ballroom 412,40,16
Entryway 198,3,45
Library 329,49,5
Bonus Room 625,16,15
Office 909,7,1
Ballroom 1112,22,12
Linen Closet 1244,44,6
Walkway 1272,22,2
Wine Cellar 624,32,18
Library 868,50,47
Spare Room 216,21,46
Guest Bathroom 953,14,12
Foyer 794,39,47
Bonus Room 833,25,28
Music Room 586,7,26
Attic 729,9,20
Entryway 963,3,23
Bonus Room 1003,2,44
Panic Room 834,32,23
Panic Room 1388,3,22
Study 1251,16,36
Pantry 1383,6,22
Conservatory 415,14,15
Walkway 345,25,31
Utility Room 434,50,49
Dining Room 452,38,17
Library 584,34,17
Nursery 907,33,4
Guest Bedroom 551,38,42
Game Room 981,49,29
Guest Bathroom 1185,43,47
Bar 416,24,17
Pantry 57,30,48
Mud Room 1369,33,23
Laundry Room 109,5,18
Theater 768,15,7
Breakfast Area 1083,1,50
Mud Room 263,19,41
Basement 332,45,5
Walkway 1377,38,43
Storage 312,20,30
Den 1248,20,15
Kitchen 1347,2,20
Game Room 12,19,47
Mud Room 352,25,50
Bedroom 338,24,40
Storage 1116,12,35
Walkway 977,16,23
Ballroom 37,43,26
Nook 893,32,35
Panic Room 1007,21,43
Bedroom 1366,33,37
Music Room 82,43,34
Attic 95,14,38
Pantry 871,30,19
Linen Closet 286,7,32
Library 564,42,27
Parlor 49,45,7
Dining Room 336,13,31
Living Room 1025,23,35
Powder Room 609,25,17
Laundry Room 1325,43,1
Bathroom 965,49,45
Laundry Room 289,11,29
Den 53,34,24
Spare Room 967,38,24
Nursery 444,12,20
Walk-in Closet 233,50,7
Conservatory 511,9,4
Pantry 629,20,28
Parlor 850,18,14
Living Room 1249,26,17
Bar 1413,36,21
Utility Room 496,37,9
Dining Room 891,31,4
Entryway 893,36,5
Walkway 170,39,35
Game Room 947,28,39
Living Room 1297,40,41
Dining Room 267,31,42
Hallway 1001,24,17
Attic 1017,22,47
Utility Room 921,8,3
Exercise Room 1072,1,25
Basement 868,11,3
Mud Room 956,3,25
Panic Room 1018,23,38
Laundry Room 197,11,42
Pantry 686,24,29
Office 401,21,9
Bar 28,4,27
Bar 920,36,17
Exercise Room 12,31,35
Panic Room 785,31,18
Kitchen 1228,49,14
Music Room 83,34,18
Walk-in Closet 221,24,31
Exercise Room 1365,1,30
Living Room 1362,38,40
Walk-in Closet 178,43,2
Game Room 25,49,16
Pantry 761,30,13
Guest Bathroom 695,38,46
Basement 6,13,36
Nursery 807,39,2
Library 822,26,5
Nook 67,39,5
Entryway 1164,16,8
Panic Room 441,1,36
Nook 330,6,50
Theater 1398,34,23
Keeping Room 94,16,27
Ballroom 802,40,40
Library 456,41,18
Powder Room 1050,37,46
Office 1274,10,45
Guest Bathroom 1359,31,7
Keeping Room 1377,3,5
Closet 547,23,13
Guest Bedroom 283,32,1
Game Room 130,24,17
Parlor 198,25,43
Den 96,8,16
Storage 747,28,13
Storage 850,23,18
Garage 291,48,35
Spare Room 908,35,50
Bathroom 123,20,27
Wine Cellar 98,24,49
Spare Room 662,45,19
Library 611,14,2
Bar 199,32,3
Guest Bedroom 420,6,8
Dining Room 416,9,28
Parlor 1114,4,33
Bonus Room 1353,21,45
Spare Room 289,9,16
Wine Cellar 1038,17,38
Dining Room 706,48,24
Keeping Room 1287,5,20
Guest Bathroom 351,14,31
Garage 1249,21,4
Spare Room 926,20,6
Utility Room 393,49,16
Office 696,44,17
Nursery 854,13,1
Theater 909,16,37
Office 170,15,1
Garage 612,18,39
Panic Room 690,28,22
Parlor 443,20,33
Living Room 423,14,34
Nursery 281,27,39
Guest Bedroom 1265,37,16
Ballroom 1068,47,23
Bonus Room 195,24,33
Bar 452,40,50
Dining Room 152,24,37
Wine Cellar 695,2,27
Panic Room 1164,20,45
Walkway 599,11,30
Nursery 1246,19,10
Storage 680,19,17
Music Room 952,21,33
Bedroom 1342,23,45
Walk-in Closet 37,2,34
Wine Cellar 1185,40,7
Dining Room 311,2,48
Powder Room 104,14,11
Laundry Room 53,11,18
Panic Room 824,39,26
Pantry 143,17,1
Panic Room 185,17,8
Attic 520,6,23
Wine Cellar 267,25,9
Spare Room 149,33,28
Breakfast Area 193,21,25
Breakfast Area 602,41,12
Bathroom 381,11,14
Bar 860,24,9
Garage 986,21,27
Study 874,11,41
Guest Bedroom 1023,18,30
Garage 1043,37,15
Music Room 379,10,8
Storage 590,44,2
Exercise Room 1190,33,5
Wine Cellar 237,36,31
Ballroom 23,37,46
Sun Room 974,31,17
Bar 1393,20,43
Secret Room 296,36,49
Hallway 16,13,38
Parlor 246,49,27
Loft 776,49,19
Entryway 523,41,36
Walkway 1061,10,25
Pantry 159,31,21
Office 676,32,45
Exercise Room 144,45,35
Basement 1108,11,26
Bar 1,11,6
Library 804,26,22
Bathroom 106,4,11
Breakfast Area 718,45,9
Theater 1049,19,2
Walkway 444,15,13
Nursery 438,17,13
Parlor 315,36,18
Conservatory 169,34,16
Breakfast Area 215,15,8
Ballroom 17,38,21
Exercise Room 711,21,26
Ballroom 1245,32,30
Hallway 404,12,3
Ballroom 734,41,26
Secret Room 991,31,27
Hallway 356,28,16
Garage 872,49,27
Guest Bedroom 1138,11,9
Foyer 672,28,5
Conservatory 396,35,36
Wine Cellar 589,33,24
Exercise Room 1246,44,27
Nursery 1064,24,32
Sun Room 776,17,13
Linen Closet 628,49,23
Exercise Room 183,12,28
Panic Room 1364,49,47
Ballroom 342,6,21
Spare Room 503,38,11
Nursery 394,17,46
Dining Room 965,34,11
Conservatory 519,43,14
Loft 1146,19,19
Closet 1223,21,20
Walk-in Closet 252,23,31
Bonus Room 1274,27,27
Foyer 1000,41,24
Parlor 82,32,36
Storage 901,11,17
Guest Bathroom 1173,20,30
Game Room 1213,30,31
Garage 1167,30,35
Walk-in Closet 1057,50,10
Basement 174,46,9
Bonus Room 669,40,48
Basement 1067,25,28
Garage 576,24,41
Nook 1282,19,23
Kitchen 1290,33,26
Bathroom 507,40,32
Exercise Room 487,14,46
Den 106,30,11
Breakfast Area 806,30,49
Kitchen 1276,1,31
Game Room 48,13,9
Kitchen 200,14,37
Attic 74,30,1
Game Room 1266,12,25
Loft 1351,47,23
Guest Bedroom 112,11,5
Keeping Room 741,29,42
Game Room 361,1,50
Laundry Room 274,26,20
Living Room 79,21,49
Utility Room 284,25,21
Conservatory 770,21,45
Basement 398,12,23
Bathroom 1246,43,3
Walk-in Closet 1235,22,36
Secret Room 1340,6,41
Study 235,12,49
Secret Room 771,49,49
Breakfast Area 1320,50,6
Secret Room 762,11,19
Music Room 968,41,47
Den 960,33,5
Attic 458,48,25
Parlor 1197,1,35
Closet 278,11,3
Music Room 558,20,18
Storage 631,28,34
Study 601,41,44
Utility Room 1364,8,11
Foyer 754,29,5
Pantry 544,4,22
Living Room 183,32,29
Hallway 1076,9,21
Bonus Room 1150,46,25
Bathroom 1291,13,5
Walk-in Closet 1377,25,7
Game Room 56,44,19
Entryway 741,30,8
Spare Room 283,24,7
Bathroom 1177,42,29
Laundry Room 751,28,18
Kitchen 911,16,6
Wine Cellar 945,35,14
Bar 328,45,22
Living Room 1290,34,22
Walkway 660,38,27
Spare Room 54,27,44
Den 268,50,2
Wine Cellar 181,44,18
Office 502,20,46
Wine Cellar 209,18,7
Pantry 961,24,27
Breakfast Area 204,37,35
Panic Room 1231,11,26
Powder Room 70,24,15
Laundry Room 861,16,41
Mud Room 299,18,38
Secret Room 1419,8,47
Office 948,46,15
Foyer 617,23,19
Bedroom 410,7,9
Guest Bathroom 271,8,23
Guest Bedroom 807,45,6
Guest Bathroom 1008,48,50
Library 1123,20,45
Bathroom 794,7,46
Office 785,27,29
Guest Bathroom 902,33,7
Linen Closet 1173,18,29
Utility Room 696,13,4
Library 1029,25,8
Wine Cellar 1068,43,5
Mud Room 326,26,7
Walkway 808,41,44
Breakfast Area 938,38,41
Library 222,18,28
Panic Room 974,6,44
Breakfast Area 1000,38,32
Dining Room 661,29,11
Keeping Room 1205,45,14
Foyer 1283,42,23
Keeping Room 1133,47,50
Breakfast Area 248,5,23
Bonus Room 342,43,35
Loft 1385,34,18
Bonus Room 755,50,27
Bonus Room 1118,35,31
Dining Room 540,33,27
Den 937,6,39
Dining Room 119,15,47
Bathroom 1007,24,40
Closet 1268,21,46
Utility Room 184,40,32
Kitchen 578,42,9
Sun Room 1334,7,13
Mud Room 938,15,12
Conservatory 874,48,3
Breakfast Area 1247,21,36
Dining Room 1159,50,4
Garage 1195,41,21
Living Room 1402,44,23
Sun Room 1223,11,45
Keeping Room 641,26,13
Storage 199,8,34
Walkway 777,17,17
Conservatory 975,31,30
Bathroom 1153,32,7
Keeping Room 360,12,8
Den 625,50,28
Utility Room 827,40,33
Nook 982,36,25
Sun Room 311,40,24
Study 1051,23,3
Pantry 657,30,21
Game Room 274,5,44
Den 366,41,13
Parlor 1098,42,29
Ballroom 1233,18,6
Keeping Room 670,14,34
Linen Closet 601,30,2
Breakfast Area 704,43,20
Spare Room 342,2,1
Bedroom 736,43,8
Pantry 1359,22,44
Attic 1292,38,46
Keeping Room 293,42,36
Storage 1173,36,14
Den 1325,40,32
Hallway 1125,50,19
Nursery 1183,50,8
Sun Room 662,17,40
Den 996,21,6
Living Room 779,25,17
Game Room 327,38,21
Utility Room 1368,42,15
Keeping Room 424,19,26
Living Room 738,30,41
Wine Cellar 956,32,46
Foyer 1155,12,31
Ballroom 1294,31,22
Dining Room 889,49,46
Music Room 1336,29,35
Laundry Room 50,40,43
Living Room 1337,21,27
Guest Bedroom 504,25,30
Walkway 102,15,28
Spare Room 731,20,44
Music Room 1360,18,19
Bedroom 1251,8,46
Guest Bedroom 390,33,4
Study 849,43,5
Keeping Room 1321,17,36
Hallway 195,7,37
Wine Cellar 1124,31,33
Garage 1151,6,21
Conservatory 562,2,35
Bathroom 893,4,36
Basement 1087,26,10
Study 567,10,39
Bar 537,33,17
Laundry Room 1213,41,21
Laundry Room 139,12,21
Parlor 111,9,48
Dining Room 499,3,42
Bathroom 688,28,32
Ballroom 1305,1,48
Loft 1249,34,11
Parlor 1169,13,49
Living Room 679,1,3
Dining Room 981,49,47
Bar 1100,31,36
Bonus Room 1280,43,4
Parlor 681,25,18
Guest Bedroom 115,23,49
Bedroom 551,46,33
Walkway 898,24,6
Ballroom 972,41,16
Nook 1312,41,10
Study 1314,6,40
Attic 1395,7,4
Attic 106,8,45
Keeping Room 1275,9,31
Breakfast Area 1219,18,3
Closet 1096,7,21
Closet 721,43,28
Foyer 900,11,25
Exercise Room 1353,16,12
Theater 323,7,37
Pantry 1189,14,47
Guest Bedroom 267,22,16
Closet 442,22,11
Theater 527,48,42
Guest Bedroom 93,16,13
Living Room 218,6,12
Nursery 1054,28,15
Utility Room 612,38,27
Theater 1024,11,38
Linen Closet 544,18,30
Conservatory 659,12,33
Guest Bedroom 1208,8,27
Linen Closet 1320,28,5
Walk-in Closet 519,41,26
Study 1422,3,38
Ballroom 1188,33,50
Exercise Room 497,1,49
Conservatory 200,19,21
Panic Room 394,33,8
Living Room 244,8,10
Study 366,44,42
Music Room 201,12,16
Bar 248,2,24
Keeping Room 862,35,35
Secret Room 57,24,21
Keeping Room 246,39,38
Kitchen 1034,45,15
